player,g,gs,mp,fg_per_100_poss,fga_per_100_poss,x3p_per_100_poss,x3pa_per_100_poss,x2p_per_100_poss,x2pa_per_100_poss,ft_per_100_poss,fta_per_100_poss,orb_per_100_poss,drb_per_100_poss,trb_per_100_poss,ast_per_100_poss,stl_per_100_poss,blk_per_100_poss,tov_per_100_poss,pf_per_100_poss,pts_per_100_poss,o_rtg,d_rtg,avg_dist_fga,percent_fga_from_x2p_range,percent_fga_from_x0_3_range,percent_fga_from_x3_10_range,percent_fga_from_x10_16_range,percent_fga_from_x16_3p_range,percent_fga_from_x3p_range,fg_percent_from_x2p_range,fg_percent_from_x0_3_range,fg_percent_from_x3_10_range,fg_percent_from_x10_16_range,fg_percent_from_x16_3p_range,fg_percent_from_x3p_range,percent_assisted_x2p_fg,percent_assisted_x3p_fg,percent_dunks_of_fga,num_of_dunks,percent_corner_3s_of_3pa,corner_3_point_percent,num_heaves_attempted,num_heaves_made,per,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,height,weight,pos_PG,pos_SG,pos_PF,pos_SF,pos_C
AJ Johnson,48.94117647058823,18.294117647058822,1123.1176470588234,7.035294117647059,16.08823529411765,2.047058823529412,5.635294117647058,4.988235294117647,10.452941176470588,3.364705882352941,4.458823529411765,1.4588235294117649,6.811764705882352,8.28235294117647,4.341176470588236,1.5588235294117647,0.6764705882352942,2.2588235294117647,3.5529411764705885,19.523529411764702,107.82352941176471,111.58823529411765,11.941176470588236,0.6902941176470588,0.28217647058823525,0.265235294117647,0.09841176470588235,0.04458823529411765,0.30970588235294116,0.4791176470588235,0.6227647058823528,0.38282352941176473,0.36823529411764705,0.28947058823529415,0.33147058823529413,0.5518235294117646,0.8131764705882353,0.06376470588235295,14.470588235294118,0.42358823529411765,0.32429411764705884,0.8235294117647058,0.0,12.529411764705884,0.30970588235294116,0.2711176470588235,3.2705882352941176,15.476470588235292,9.329411764705881,12.952941176470588,1.5588235294117647,1.2,11.594117647058823,17.85882352941176,1.1823529411764706,1.0588235294117647,2.2411764705882353,0.07935294117647058,-1.1058823529411765,0.07058823529411763,-1.0294117647058822,0.5235294117647059,77.0,203.23529411764707,,,,,
Adem Bona,47.9,13.4,811.2666666666667,7.050000000000001,12.613333333333333,0.7833333333333333,2.35,6.260000000000001,10.25,3.2333333333333334,4.59,4.069999999999999,8.23,12.296666666666665,2.58,1.3566666666666667,2.546666666666667,2.26,6.24,18.106666666666666,119.6,109.16666666666667,8.49,0.8130666666666666,0.4781666666666667,0.20109999999999997,0.05469999999999999,0.07880000000000001,0.18696666666666667,0.5936666666666668,0.7237333333333335,0.39980000000000004,0.3373333333333334,0.30063333333333336,0.1892,0.7219333333333331,0.5592666666666666,0.23253333333333334,42.333333333333336,0.2112,0.21170000000000003,0.2,0.0,15.816666666666665,0.18696666666666667,0.3743666666666668,9.096666666666666,18.51,13.773333333333335,7.72,1.3533333333333333,4.3133333333333335,13.26666666666667,14.939999999999998,1.2833333333333334,0.8733333333333334,2.1533333333333338,0.13293333333333332,-0.8366666666666667,0.7600000000000001,-0.07333333333333322,0.36333333333333334,81.1,232.2,,,,,
Ajay Mitchell,58.63157894736842,46.526315789473685,1703.578947368421,9.726315789473682,21.200000000000003,1.7578947368421056,5.231578947368422,7.94736842105263,15.947368421052632,5.2105263157894735,6.6263157894736855,0.9789473684210527,4.826315789473685,5.805263157894736,7.657894736842105,1.7894736842105268,0.7631578947368421,3.3894736842105266,3.5421052631578953,26.415789473684214,107.63157894736842,112.0,12.447368421052634,0.7528947368421053,0.2508947368421052,0.20821052631578948,0.16221052631578947,0.13173684210526315,0.24710526315789472,0.485578947368421,0.6569999999999999,0.3887894736842106,0.4177368421052632,0.3849473684210526,0.3334736842105263,0.2537894736842105,0.6397894736842107,0.022894736842105266,19.05263157894737,0.2077368421052632,0.3253684210526316,0.8947368421052632,0.05263157894736842,16.57894736842105,0.24710526315789472,0.2896315789473684,2.2315789473684213,10.905263157894737,6.552631578947368,24.96315789473684,1.7894736842105268,1.3526315789473686,12.631578947368421,24.415789473684214,2.4473684210526314,1.536842105263158,3.978947368421053,0.0918421052631579,0.7578947368421054,-0.18947368421052635,0.568421052631579,1.594736842105263,75.94736842105263,189.73684210526315,,,,,
Alexandre Sarr,42.6,6.15,617.65,7.275,15.654999999999998,1.6649999999999998,5.11,5.609999999999999,10.54,2.1100000000000003,3.1299999999999994,2.7,8.45,11.149999999999999,2.2600000000000002,1.19,1.06,2.04,5.015000000000001,18.325,107.35,109.45,13.654999999999998,0.67255,0.26620000000000005,0.15010000000000004,0.10810000000000002,0.14835,0.32749999999999996,0.5363,0.6677500000000001,0.47024999999999995,0.37754999999999994,0.38575,0.27885000000000004,0.7102999999999999,0.8520999999999999,0.08565,14.15,0.2446,0.29700000000000004,0.3,0.0,12.260000000000002,0.32749999999999996,0.2042,5.9,18.865,12.355,6.8149999999999995,1.19,1.86,10.785,16.830000000000002,0.47000000000000003,0.615,1.08,0.07970000000000001,-1.83,-0.35,-2.18,0.05500000000000001,80.7,226.4,,,,,
Anton Watson,38.0,2.625,476.375,7.125,13.7375,0.1375,0.9625,6.9875,12.774999999999999,3.0375,5.3375,3.7375,6.049999999999999,9.774999999999999,2.3,1.45,0.875,2.7249999999999996,5.8375,17.425,106.375,109.0,6.2375,0.930625,0.5825,0.14024999999999999,0.091125,0.11674999999999999,0.069375,0.55,0.65075,0.354,0.33725,0.198,0.171125,0.64975,0.479125,0.186875,23.25,0.4745,0.331125,0.0,0.0,11.875,0.069375,0.39425,8.425,13.212499999999999,10.850000000000001,6.9875,1.45,1.3125,14.237499999999999,16.45,0.5,0.375,0.8875000000000001,0.074875,-2.4000000000000004,-0.6125,-3.0124999999999997,0.0375,80.625,235.25,,,,,
Antonio Reeves,57.61538461538461,29.94871794871795,1499.2051282051282,7.687179487179487,17.907692307692308,3.3410256410256407,8.743589743589743,4.3538461538461535,9.158974358974357,3.002564102564103,3.7051282051282053,0.7589743589743587,4.912820512820512,5.666666666666668,3.5461538461538473,1.0128205128205128,0.2717948717948717,1.964102564102564,3.3435897435897437,21.72820512820513,110.07692307692308,113.23076923076923,17.29230769230769,0.513051282051282,0.1599230769230769,0.09966666666666665,0.10458974358974356,0.1489230769230769,0.4869487179487179,0.4745128205128206,0.6233589743589745,0.3773333333333334,0.41002564102564104,0.40956410256410264,0.3795128205128205,0.5641794871794871,0.8928717948717949,0.011307692307692309,6.82051282051282,0.2776666666666667,0.38035897435897437,1.205128205128205,0.02564102564102564,12.18974358974359,0.4869487179487179,0.20448717948717948,1.68974358974359,10.964102564102564,6.310256410256412,11.012820512820511,1.0128205128205128,0.4487179487179486,9.26923076923077,19.020512820512824,1.5307692307692307,0.8589743589743588,2.3846153846153846,0.07392307692307694,-0.40769230769230774,-1.064102564102564,-1.4717948717948717,0.27692307692307694,76.8974358974359,204.33333333333334,,,,,
Ariel Hukporti,45.32142857142857,18.678571428571427,928.1071428571429,7.382142857142857,16.871428571428574,1.6535714285714285,4.735714285714286,5.721428571428572,12.132142857142856,2.7607142857142857,4.3428571428571425,3.025,7.800000000000002,10.828571428571427,2.7464285714285714,1.3035714285714286,1.5178571428571428,2.682142857142857,5.832142857142856,19.178571428571427,101.10714285714286,108.21428571428571,12.307142857142859,0.7293928571428571,0.2948571428571429,0.17967857142857144,0.14785714285714285,0.10703571428571428,0.2706071428571429,0.465642857142857,0.6162857142857143,0.35671428571428565,0.36939285714285713,0.3346785714285714,0.2528214285714286,0.6210357142857142,0.7271428571428571,0.09814285714285713,21.678571428571427,0.18982142857142856,0.24400000000000002,1.0714285714285714,0.07142857142857142,11.939285714285715,0.2706071428571429,0.27546428571428566,6.810714285714285,17.532142857142855,12.164285714285715,8.385714285714286,1.3035714285714286,2.392857142857143,12.725000000000003,18.942857142857143,0.3464285714285714,1.0071428571428573,1.3499999999999999,0.061571428571428576,-2.2035714285714287,-0.24285714285714285,-2.45,0.04999999999999999,81.17857142857143,245.53571428571428,,,,,
Baylor Scheierman,44.608695652173914,9.0,875.2608695652174,7.056521739130434,17.06521739130435,3.3739130434782605,9.095652173913043,3.6652173913043478,7.97391304347826,1.643478260869565,2.073913043478261,1.3086956521739133,6.656521739130433,7.982608695652174,3.260869565217392,1.4434782608695653,0.5304347826086956,2.356521739130435,3.9217391304347826,19.1304347826087,103.3913043478261,112.73913043478261,17.56086956521739,0.45986956521739136,0.15991304347826088,0.11930434782608694,0.08630434782608697,0.09443478260869564,0.5401304347826087,0.4443913043478261,0.6345652173913043,0.38265217391304346,0.36330434782608695,0.3009565217391304,0.3729130434782609,0.5800434782608695,0.899,0.018826086956521743,4.130434782608695,0.2826521739130435,0.4078695652173913,0.9130434782608695,0.0,10.530434782608696,0.5401304347826087,0.11900000000000001,2.965217391304348,14.947826086956523,8.952173913043477,9.656521739130435,1.4434782608695653,0.9043478260869565,11.46086956521739,17.97826086956522,0.34782608695652184,0.6695652173913044,1.0217391304347827,0.044347826086956525,-1.9217391304347824,-0.6478260869565218,-2.5608695652173914,0.004347826086956512,78.21739130434783,217.8695652173913,,,,,
Blake Hinson,51.666666666666664,19.791666666666668,1130.5,7.420833333333333,16.383333333333333,2.9125,7.695833333333333,4.520833333333333,8.679166666666667,2.3916666666666666,3.470833333333333,1.4458333333333335,5.270833333333333,6.704166666666666,2.8791666666666664,1.3583333333333334,0.4875,2.1541666666666663,4.604166666666667,20.129166666666666,109.0,114.20833333333333,15.0875,0.5099999999999999,0.258625,0.146375,0.058166666666666665,0.04674999999999999,0.49,0.5142916666666667,0.6353333333333333,0.36674999999999996,0.32316666666666666,0.377,0.3562916666666666,0.668,0.9627916666666666,0.036458333333333336,11.583333333333334,0.361875,0.39608333333333334,0.3333333333333333,0.08333333333333333,11.245833333333332,0.49,0.201125,3.1916666666666664,11.829166666666666,7.5,8.895833333333334,1.3583333333333334,0.8666666666666667,10.700000000000001,17.745833333333334,0.9208333333333334,0.8458333333333332,1.7666666666666666,0.063,-1.7416666666666665,-0.47083333333333327,-2.2083333333333335,0.14583333333333331,77.04166666666667,210.58333333333334,,,,,
Bobi Klintman,40.266666666666666,7.0,640.4,6.486666666666666,15.573333333333334,1.84,5.340000000000001,4.633333333333332,10.239999999999998,3.186666666666667,4.446666666666666,1.38,6.073333333333333,7.459999999999999,2.566666666666667,1.3133333333333332,0.9266666666666666,2.3800000000000003,4.920000000000001,17.973333333333333,99.53333333333333,110.53333333333333,13.693333333333332,0.6468666666666666,0.2628666666666667,0.17633333333333337,0.07333333333333333,0.1343333333333333,0.35313333333333335,0.44460000000000005,0.5945333333333332,0.3474,0.27893333333333337,0.3549999999999999,0.33680000000000004,0.6460000000000001,0.9600000000000001,0.050266666666666675,11.266666666666667,0.3648,0.39926666666666666,0.5333333333333333,0.0,9.7,0.35313333333333335,0.28426666666666667,3.0533333333333337,13.546666666666665,8.28,7.760000000000002,1.3133333333333332,1.5799999999999998,12.040000000000001,17.63333333333333,0.26666666666666666,0.44666666666666666,0.7200000000000001,0.038000000000000006,-2.966666666666667,-0.3599999999999998,-3.3133333333333335,-0.10666666666666666,79.4,235.33333333333334,,,,,
Cam Spencer,49.56410256410256,30.923076923076923,1238.179487179487,5.92051282051282,14.323076923076924,2.805128205128205,7.710256410256411,3.102564102564102,6.610256410256411,2.2333333333333334,2.8205128205128207,1.2102564102564102,4.223076923076923,5.433333333333334,4.633333333333334,1.676923076923077,0.6333333333333334,1.9871794871794872,4.261538461538461,16.88461538461538,110.97435897435898,112.58974358974359,16.83076923076923,0.45325641025641034,0.18433333333333335,0.14666666666666667,0.05541025641025641,0.06702564102564103,0.5467435897435896,0.473102564102564,0.5974358974358973,0.3758461538461539,0.3862564102564103,0.3592820512820513,0.3545641025641026,0.4875384615384614,0.8800769230769233,0.018410256410256412,7.205128205128205,0.30643589743589744,0.397974358974359,0.5641025641025641,0.0,10.889743589743588,0.5467435897435896,0.1967179487179487,2.7282051282051283,9.438461538461537,6.102564102564102,13.176923076923076,1.676923076923077,1.1256410256410259,11.366666666666667,15.5025641025641,1.225641025641026,1.0384615384615383,2.2743589743589747,0.07764102564102562,-1.4897435897435893,0.17692307692307693,-1.3205128205128203,0.36923076923076925,75.33333333333333,194.35897435897436,,,,,
Cody Williams,57.19230769230769,19.076923076923077,1209.0384615384614,7.815384615384614,16.842307692307692,2.015384615384615,5.684615384615385,5.803846153846154,11.169230769230769,3.569230769230769,4.596153846153846,2.4076923076923076,7.346153846153846,9.750000000000002,4.5807692307692305,1.6615384615384614,0.8346153846153845,3.0961538461538463,5.11923076923077,21.192307692307693,108.92307692307692,110.0,13.203846153846156,0.6568461538461539,0.3070769230769231,0.1654615384615385,0.06907692307692306,0.11515384615384615,0.3431538461538461,0.5351538461538461,0.6779230769230769,0.40342307692307694,0.37111538461538457,0.39592307692307693,0.3436538461538461,0.6030384615384615,0.9121153846153844,0.04065384615384615,15.346153846153847,0.22542307692307695,0.35530769230769227,0.5,0.0,14.038461538461538,0.3431538461538461,0.27657692307692305,5.326923076923077,16.523076923076925,10.907692307692306,14.08076923076923,1.6615384615384614,1.4346153846153844,14.176923076923076,19.342307692307692,1.2423076923076926,1.2423076923076926,2.476923076923077,0.09226923076923076,-0.7692307692307693,0.24230769230769228,-0.5346153846153846,0.5076923076923078,80.73076923076923,233.65384615384616,,,,,
DaRon Holmes II,49.48571428571429,15.742857142857142,988.7714285714286,7.262857142857143,15.405714285714287,1.5542857142857143,4.442857142857143,5.711428571428572,10.951428571428572,3.1057142857142854,3.9285714285714284,3.2799999999999994,7.917142857142858,11.197142857142858,2.422857142857143,0.9742857142857143,1.5571428571428572,2.0714285714285716,4.511428571428572,19.22285714285714,111.94285714285714,109.02857142857142,12.991428571428571,0.6966857142857142,0.29062857142857146,0.1455142857142857,0.12917142857142858,0.13157142857142856,0.3033142857142857,0.5241714285714286,0.6298,0.43997142857142857,0.42514285714285716,0.4323714285714286,0.2210571428571429,0.6938,0.6399428571428571,0.08608571428571427,34.8,0.20362857142857144,0.21222857142857146,0.4,0.0,13.934285714285716,0.3033142857142857,0.2511714285714286,7.354285714285713,17.585714285714285,12.491428571428571,7.368571428571429,0.9742857142857143,2.565714285714286,10.745714285714286,17.034285714285716,1.3057142857142858,1.2085714285714284,2.52,0.10722857142857142,-0.8742857142857143,-0.12857142857142861,-0.9971428571428569,0.44285714285714284,81.97142857142858,241.0,,,,,
Dalton Knecht,53.95238095238095,4.904761904761905,1106.1904761904761,7.852380952380953,18.685714285714287,2.823809523809524,7.847619047619046,5.023809523809524,10.842857142857142,4.0,5.033333333333335,1.038095238095238,4.628571428571428,5.666666666666667,4.642857142857143,1.119047619047619,0.5285714285714287,2.7952380952380955,3.6666666666666665,22.523809523809526,106.0952380952381,114.04761904761905,14.952380952380953,0.5711428571428572,0.2517619047619048,0.13209523809523813,0.08800000000000001,0.0990952380952381,0.4288571428571429,0.4658095238095238,0.5986666666666667,0.33180952380952383,0.34695238095238096,0.38352380952380954,0.36623809523809525,0.4570952380952381,0.8078095238095235,0.026619047619047626,13.142857142857142,0.262952380952381,0.3976190476190476,1.4285714285714286,0.0,12.228571428571426,0.4288571428571429,0.28195238095238095,2.3047619047619046,10.542857142857143,6.371428571428572,14.409523809523813,1.1142857142857143,0.9095238095238094,11.857142857142858,20.904761904761905,0.7333333333333333,0.5666666666666667,1.2904761904761903,0.05219047619047618,-0.6857142857142856,-1.3761904761904762,-2.0619047619047617,0.038095238095238064,76.61904761904762,199.23809523809524,,,,,
